camp_name,camp_url,camp_img_url,address,postal_code,lat,long,earliest_open_date,latest_open_date,full_season,overnight_site,roofed_lodging,tenting_available,total_sites,overnight_sites,seasonal_sites,max_amperage,electrical_water_sewer,electrical_water,electrical,no_services,max_length_of_rv,activities,accessible_facilities,boating,cable_tv,controlled_access,credit_debit_cards,dumping,group_camping,hot_tub,hotspot,wifi_at_site,laundromat,pet_friendly,planned_activities,playground,propane,pull_thru_sites,rec_hall,restaurant,store,indoor_pool,lake_river_beach,outdoor_pool,toilets_pit_outside,toilets_showers
Cedar Cove Campground,https://campinginontario.ca/CedarCoveCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"79 Carter Rd, Carrying Place (Quinte West), Ontario, K0K 1L0",K0K 1L0,44.03003,-77.6276,2020-05-01,2020-10-18,1,1,1,0,21,4,17,50,19,2,0,0,38,"Boat rental (non-motorized), Fishing, Golf, Motorboats allowed, Swimming (lake, river)",0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1
Cedar Forest Park Campground,https://campinginontario.ca/CedarForestParkCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"10 Cedar Forest Park Rd, Mallorytown, Ontario, K0E 1R0",K0E 1R0,44.56705,-75.87527,2020-05-01,2020-10-12,1,1,1,1,92,7,85,30,0,92,0,0,38,"Fishing, Horseshoes, Scuba diving, Swimming (lake, river), Volleyball",0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1
Cedar Rail Family Campground,https://campinginontario.ca/CedarRailFamilyCampgroundInc,https://campinginontario.ca/images/camping/full-season-new.jpg,"015259 Grey Bruce Line, RR 3, Chesley, Ontario, N0G 1L0",N0G 1L0,44.31117,-81.07445,2020-05-01,2020-10-15,1,1,1,1,228,61,167,50,193,32,0,3,50,"Boat rental (non-motorized), Fishing, Golf (mini), Horseshoes, Swimming (lake, river)",1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1
Cedar Shade Campground,https://campinginontario.ca/CedarShadeCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"530 Peladeau Rd, Alfred, Ontario, K0B 1A0",K0B 1A0,45.58027,-74.83756,2020-05-15,2020-09-30,1,1,1,1,250,50,200,30,250,0,0,0,"
","Water park, Dances, Horseshoes, Skateboard/rollerblade park, Volleyball",1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
Century Beach Park,https://campinginontario.ca/CenturyBeachPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"2057 Lakeshore Rd, RR 9, Dunnville, Ontario, N1A 2W8",N1A 2W8,42.85432,-79.71611,2020-05-01,2020-10-01,1,0,0,0,97,0,97,30,97,0,0,0,"
","Walking/hiking trails, Shuffleboard, Dances, Fishing, Golf",0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1
Chesley Lake Camp,https://campinginontario.ca/ChesleyLakeCamp,https://campinginontario.ca/images/camping/full-season-new.jpg,"78 Camp Rd, RR 3, Allenford, Ontario, N0H 1A0",N0H 1A0,44.55729,-81.21181,2020-05-01,2020-10-31,1,1,1,1,57,15,42,30,57,0,0,0,38,"Baseball, Boat rental (non-motorized), Fishing, Golf, Walking/hiking trails",1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1
Cobourg East Campground,https://campinginontario.ca/CobourgEastCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"253 Benlock Rd, Grafton, Ontario, K0K 2G0",K0K 2G0,43.99221,-77.99958,2020-05-07,2020-10-18,1,1,0,1,146,61,85,30,16,107,0,23,60,"Badminton, Baseball, Basketball, Dances, Fishing",0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1
Colasante's RV Park & Marina,https://campinginontario.ca/ColasantesRVParkMarina,https://campinginontario.ca/images/camping/full-season-new.jpg,"97 Carter Rd, Carrying Place (Quinte West), Ontario, K0K 1L0",K0K 1L0,44.03089,-77.62785,2020-05-09,2020-10-12,1,1,0,0,34,3,31,30,34,0,0,0,40,"Farmers' market/stands, Fishing, Swimming (lake, river), Water skiing, Wine tours",0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1
Concordia Club Campground,https://campinginontario.ca/ConcordiaClubCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"1212 Christner Rd, New Hamburg, Ontario, N3A 3K7",N3A 3K7,43.43039,-80.47758,2020-05-01,2020-10-30,1,1,0,0,120,10,110,15,0,120,0,0,35,"Dances, Day use, Fishing, Volleyball",1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1
Conestoga Family Camp Grounds Inc,https://campinginontario.ca/ConestogaFamilyCampGroundsInc,https://campinginontario.ca/images/camping/full-season-new.jpg,"Lot 8772, RR 1, Moorefield, Ontario, N0G 2K0",N0G 2K0,43.84703,-80.67621,2020-05-15,2020-10-15,1,1,0,1,250,40,210,30,210,30,0,10,44,"Boat rental (non-motorized), Dances, Fishing, Golf (mini), Water park",1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1
Coral Park Campground,https://campinginontario.ca/CoralParkCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"7520 McNiven Rd, Campbellville, Ontario, L0P 1B0",L0P 1B0,43.43955,-79.96596,2020-04-24,2020-09-30,1,0,0,0,100,0,100,30,100,0,0,0,40,"Baseball, Cycling, Dances, Fishing, Horseshoes",0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1
Crystal Lake Campground/RV Park,https://campinginontario.ca/CrystalLakeCampgroundRVPark,https://campinginontario.ca/images/camping/full-season-new_bw.jpg,"167 Hanslips Rd, Vermilion Bay, Ontario, P0V 2V0",P0V 2V0,49.82992,-93.45567,2020-06-01,2020-09-08,0,1,0,1,28,28,0,50,15,9,0,4,100,"Horseshoes, Basketball, Swimming (lake, river), Walking/hiking trails, Fishing",0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1
Davis' Bonny Bay Camp and R.V. Park Ltd.,https://campinginontario.ca/DavisBonnyBayCampandRVPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"222 Bonny Bay Rd, Dryden, Ontario, P8N 2Y4",P8N 2Y4,49.75055,-92.66779,2020-05-15,2020-09-30,1,1,1,1,13,2,11,30,11,2,0,0,36,"Swimming (lake, river), Basketball, Boat rental (motorized), Fishing, Hunting",0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
Davy Lake R&RV Campground and Resort,https://campinginontario.ca/DavyLakeRAndRVCampgroundandResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"400 Davy Lake Rd, Ignace, Ontario, P0T 1T0",P0T 1T0,49.41002,-91.65248,2020-05-15,2020-10-15,1,1,1,1,55,50,5,50,25,10,10,10,175,"ATV-friendly, Hunting, Horseshoes, Wildlife viewing/birding, Boat rental (non-motorized)",0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1
Desert Lake Family Resort,https://campinginontario.ca/DesertLakeFamilyResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"2466 Desert Lake Rd, Hartington, Ontario, K0H 1W0",K0H 1W0,44.51401,-76.59943,2020-05-01,2020-10-12,1,1,1,1,145,35,110,50,20,125,0,0,42,"Basketball, Boat rental (motorized), Fishing, Shuffleboard, Volleyball",1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1
Doe Lake Campground Rizzort,https://campinginontario.ca/DoeLakeCampgroundRizzort,https://campinginontario.ca/images/camping/full-season-new.jpg,"882 Ferguson Rd, Katrine, Ontario, P0A 1L0",P0A 1L0,45.57326,-79.37182,2020-05-15,2020-10-15,1,1,1,0,107,7,100,50,105,2,0,0,40,"ATV-friendly, Basketball, Boat rental (motorized), Fishing, Motorboats allowed",1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1
Dreamaker Family Campground,https://campinginontario.ca/DreamakerFamilyCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"6870 Hwy 21, Southampton, Ontario, N0H 2L0",N0H 2L0,44.5166,-81.28353,2020-05-15,2020-10-15,1,1,1,1,138,43,95,30,118,0,0,20,50,"Walking/hiking trails, Basketball, Boat rental (non-motorized), Horseshoes, Pedal carts",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1
Dreamland Resort,https://campinginontario.ca/DreamlandResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"885 River Rd W, Hastings, Ontario, K0L 1Y0",K0L 1Y0,44.29403,-77.99516,2020-04-25,2020-10-14,1,1,1,1,120,30,90,50,104,16,0,0,45,"Dances, Fishing, Motorboats allowed, Swimming (lake, river), Walking/hiking trails",1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1
Duins Pineridge Resort Inc,https://campinginontario.ca/DuinsPineridgeResortInc,https://campinginontario.ca/images/camping/full-season-new.jpg,"2084 Pickerel & Jack Lake Rd, Burks Falls, Ontario, P0A 1C0",P0A 1C0,45.65581,-79.34798,2020-05-15,2020-10-15,1,1,1,1,97,8,89,30,89,8,0,0,38,"ATV-friendly, Boat rental (motorized), Fishing, Horseshoes, Swimming (lake, river)",0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1
Egans Campground Inc,https://campinginontario.ca/EgansCampgroundInc,https://campinginontario.ca/images/camping/full-season-new.jpg,"4159 County Rd 50, Loretto, Ontario, L0G 1L0",L0G 1L0,44.10947,-79.90526,2020-05-08,2020-10-12,1,1,0,0,120,20,100,50,0,120,0,0,"
","Baseball, Basketball, Dances, Fishing, Swimming (lake, river)",1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1
Elm Grove Trailer Park/Family Campground,https://campinginontario.ca/ElmGroveTrailerParkFamilyCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"439 Catering Rd, RR 1, Sutton West, Ontario, L0E 1R0",L0E 1R0,44.2811,-79.3709,2020-05-01,2020-10-31,1,1,0,1,172,10,162,50,172,0,0,0,40,"Basketball, Fishing, Horseshoes, Soccer, Volleyball",1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1
Erie Shores Campground,https://campinginontario.ca/ErieShoresCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"949 County Rd 50, Essex, Ontario, N0R 1G0",N0R 1G0,41.99822,-82.8376,2020-05-01,2020-10-12,1,1,0,1,115,35,80,30,115,0,0,0,"
","Wine tours, Basketball, Day use, Fishing, Swimming (lake, river)",1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1
Evergreen Camping & Resort,https://campinginontario.ca/EvergreenCampingAndResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"5279 County Rd 17, Alfred, Ontario, K0B 1A0",K0B 1A0,45.54633,-74.92453,2020-05-01,2020-10-01,1,1,0,0,155,30,125,50,143,12,0,0,42,"Basketball, Horseshoes, Shuffleboard, Swimming (lake, river), Volleyball",0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1
Evergreen Eco Family Resort,https://campinginontario.ca/EvergreenEcoFamilyResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"1160 Highway 520, Dunchurch, Ontario, P0A 1G0",P0A 1G0,45.65726,-80.03186,2020-05-20,2020-10-10,1,1,1,0,50,2,48,30,5,45,0,0,40,"ATV-friendly, Fishing, Swimming (lake, river), Volleyball, Walking/hiking trails",0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1
Fairview Park Camping & Marina,https://campinginontario.ca/FairviewParkCampingAndMarina,https://campinginontario.ca/images/camping/full-season-new.jpg,"395 Riverbend Rd, North Bay, Ontario, P1B 8Z4",P1B 8Z4,46.25055,-79.40799,2020-05-15,2020-10-15,1,1,0,1,44,24,20,30,18,18,0,8,"
","Boat rental (non-motorized), Cycling, Fishing, Golf, Swimming (lake, river)",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1
Fenelon Valley Trailer Park,https://campinginontario.ca/FenelonValleyTrailerPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"1802 County Rd 121, RR 2, Fenelon Falls, Ontario, K0M 1N0",K0M 1N0,44.54253,-78.72391,2020-05-08,2020-10-18,1,1,0,1,100,35,65,30,85,0,0,15,"
","Dances, Golf, Horseshoes, Swimming (lake, river), Walking/hiking trails",1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1
Fiddlehead Resort Camp,https://campinginontario.ca/FiddleheadResortCamp,https://campinginontario.ca/images/camping/full-season-new.jpg,"50 Oliphant Way, South Bruce Peninsula, Ontario, N0H 2T0",N0H 2T0,44.72957,-81.27469,2020-05-01,2020-10-10,1,1,1,1,45,15,30,30,40,3,0,2,40,"ATV-friendly, Badminton, Basketball, Horseshoes, Volleyball",0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
Fish Tale Cabins & Campground,https://campinginontario.ca/2687531OntarioInc,https://campinginontario.ca/images/camping/full-season-new.jpg,"2597 Wolseley Bay Rd, Noelville, Ontario, P0M 2N0",P0M 2N0,46.10573,-80.26987,2020-05-15,2020-10-12,1,1,1,1,32,4,28,30,30,0,0,2,40,"Boat rental (motorized), Boat rental (non-motorized), Boat tours (scenic), Fishing, Swimming (lake, river)",0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1
Flamboro Valley Camping Resort,https://campinginontario.ca/FlamboroValleyCampingResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"1158 Regional Rd 97, Flamborough, Ontario, N0B 2J0",N0B 2J0,43.39071,-80.07187,2020-05-01,2020-10-15,1,1,1,1,297,119,178,50,199,76,0,22,45,"Basketball, Dances, Horseshoes, Volleyball, Water park",1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1
Footprints Resort,https://campinginontario.ca/FootprintsResort,https://campinginontario.ca/images/camping/full-season-new_bw.jpg,"South Baptiste Lake Rd, Bancroft, Ontario, K0L 1J0",K0L 1J0,45.08055,-78.03924,2020-05-15,2020-10-25,0,1,1,1,20,20,0,15,0,0,0,20,30,"Cycling, Mountain biking, Swimming (lake, river), Walking/hiking trails, Wildlife viewing/birding",0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1
Gateway Camping,https://campinginontario.ca/GatewayCamping,https://campinginontario.ca/images/camping/full-season-new.jpg,"186 Main St, Wasaga Beach, Ontario, L9Z 2L2",L9Z 2L2,44.52298,-80.01062,2020-05-15,2020-10-15,1,1,0,1,61,48,13,30,52,9,0,0,50,"Go-karts, Golf, Horseback riding, Snowmobiling, Wildlife viewing/birding",1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1
Georgian Bay Park,https://campinginontario.ca/GeorgianBayPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"4230 Crossland Rd, Tiny, Ontario, L0L 1P1",L0L 1P1,44.6017,-79.98364,2020-05-01,2020-10-15,1,1,1,1,110,55,55,50,55,0,0,55,70,"Music Festival, Walking/hiking trails, Wildlife viewing/birding, Cycling, Farmers' market/stands",1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1
Glen Allan Park,https://campinginontario.ca/GlenAllanPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"136 Glen Allen Park Ln, Marmora, Ontario, K0K 2M0",K0K 2M0,44.50688,-77.71932,2020-05-15,2020-10-12,1,1,1,1,165,35,130,30,135,20,0,10,40,"Cycling, Dances, Fishing, Fitness, Swimming (lake, river)",0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1
Golden Lake Park,https://campinginontario.ca/GoldenLakePark,https://campinginontario.ca/images/camping/full-season-new.jpg,"13685 Hwy 60, RR 2, Golden Lake, Ontario, K0J 1X0",K0J 1X0,45.60131,-77.38306,2020-05-15,2020-10-12,1,1,1,1,177,63,114,30,78,36,0,63,44,"ATV-friendly, Boat rental (non-motorized), Fishing, Horseshoes, Swimming (lake, river)",0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1
Golden Pond RV Resort,https://campinginontario.ca/GoldenPondRVResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"4340 Cromarty Dr, Mossley, Ontario, N0L 1V0",N0L 1V0,42.9575,-81.02311,2020-04-01,2020-12-15,1,1,1,1,260,50,210,50,240,0,0,20,48,"Fishing, Golf (mini), Horseshoes, Shuffleboard, Volleyball",0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1
Green Haven Trailer Park,https://campinginontario.ca/GreenHavenTrailerPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"52 Ontario St N, Hwy 21, PO Box 72, Grand Bend, Ontario, N0M 1T0",N0M 1T0,43.31499,-81.75421,2020-05-15,2020-10-15,1,1,0,0,130,10,120,30,130,0,0,0,50,"Fishing, Golf, Restaurants, Theatre (live), Walking/hiking trails",0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1
Grenville Park Camping and RV Park,https://campinginontario.ca/GrenvilleParkCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"2323 County Rd 2, Johnstown, Ontario, K0E 1T1",K0E 1T1,44.74954,-75.45465,2020-05-08,2020-10-15,1,1,1,1,190,55,135,30,0,165,0,25,45,"Scuba diving, Golf, Boat tours (scenic), Cycling, Ziplining",0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1
Haid's Hideaway Family Campground,https://campinginontario.ca/HaidsHideawayFamilyCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"115 Varty Rd, Tweed, Ontario, K0K 3J0",K0K 3J0,44.56324,-77.24841,2020-05-15,2020-10-12,1,1,1,1,55,13,42,30,0,46,0,9,35,"Fishing, Horseshoes, Swimming (lake, river), Walking/hiking trails",0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1
Hammock Harbour RV Park,https://campinginontario.ca/HammockHarbourRVPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"4569 Conc 12, Ramara, Ontario, L3V 0M2",L3V 0M2,44.6099,-79.3594,2020-04-17,2020-10-12,1,1,1,1,213,29,184,30,0,213,0,0,42,"Casino, Fishing, Golf (mini), Motorboats allowed, Walking/hiking trails",0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1
Happy Hearts Park,https://campinginontario.ca/HappyHeartsParkInc,https://campinginontario.ca/images/camping/full-season-new.jpg,"93 Cape Hurd Rd, Tobermory, Ontario, N0H 2R0",N0H 2R0,45.2246,-81.66744,2020-05-01,2020-10-18,1,1,1,1,130,100,30,50,3,25,0,102,45,"Basketball, Day use, Golf (mini), Pedal carts, Shuffleboard",0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1
Happy Hills Resort,https://campinginontario.ca/HappyHillsResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"923590 Rd 92, RR 3, Embro, Ontario, N0J 1J0",N0J 1J0,43.21206,-80.98606,2020-05-01,2020-10-01,1,1,1,0,435,52,383,30,433,0,0,2,40,"Golf, Golf (mini), Skateboard/rollerblade park, Tennis, Volleyball",1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1
Happy Holiday Campground and Cottages,https://campinginontario.ca/happyholidaycampgroundandcottages,https://campinginontario.ca/images/camping/full-season-new.jpg,"7727 Hwy 11 N, Temagami, Ontario, P0H 2H0",P0H 2H0,47.14582,-79.75368,2020-05-21,2020-10-12,1,1,1,1,50,25,25,30,25,25,0,0,50,"ATV-friendly, Boat rental (motorized), Fishing, Swimming (lake, river), Walking/hiking trails",0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1
Happy Land Park Ltd,https://campinginontario.ca/HappyLandParkLtd,https://campinginontario.ca/images/camping/full-season-new_bw.jpg,"4650 Hwy 11-17, Kakabeka Falls, Ontario, P7K 0J1",P7K 0J1,48.39289,-89.59851,2020-05-01,2020-10-05,0,1,1,1,100,100,0,50,38,0,18,44,65,"Baseball, Basketball, Horseshoes, Volleyball, Walking/hiking trails",1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1
Head Lake Trailer Park,https://campinginontario.ca/HeadLakeTrailerPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"2412 Monck Rd, Kirkfield, Ontario, K0M 2B0",K0M 2B0,44.72942,-78.93188,2020-05-01,2020-10-12,1,1,0,1,48,2,46,30,46,2,0,0,38,"Fishing, Golf, Motorboats allowed, Swimming (lake, river)",0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1
Heidi's Campground,https://campinginontario.ca/HeidisCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"3982 Hwy 11, RR 2, Hawkestone, Ontario, L0L 1T0",L0L 1T0,44.50397,-79.48317,2020-05-01,2020-10-15,1,1,1,1,165,40,125,30,150,10,0,5,"
","Basketball, Dances, Horseshoes, Volleyball, Walking/hiking trails",1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1
Heron Point,https://campinginontario.ca/HeronPoint,https://campinginontario.ca/images/camping/full-season-new.jpg,"59 Heron Point Rd, Stokes Bay, Ontario, N0H 1W0",N0H 1W0,44.99304,-81.37139,2020-05-15,2020-10-12,1,1,1,0,65,2,63,30,65,0,0,0,"
","Horseshoes, Fishing, Cycling, Motorboats allowed, Walking/hiking trails",0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1
Hidden Glen Trailer Park & Marina,https://campinginontario.ca/HiddenGlenTrailerParkAndMarina,https://campinginontario.ca/images/camping/full-season-new.jpg,"202 Hidden Glen Rd, Port Severn, Ontario, L0K 1S0",L0K 1S0,44.90105,-79.7796,2020-05-15,2020-10-12,1,0,0,0,104,0,104,30,0,104,0,0,36,"Badminton, Dances, Fishing, Horseshoes",0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1
Hideaway Trailer Park,https://campinginontario.ca/HideawayTrailerPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"1024 County Rd 12, Picton, Ontario, K0K 2T0",K0K 2T0,43.94896,-77.23886,2020-05-01,2020-10-12,1,1,0,1,185,35,150,30,138,35,0,12,50,"Cycling, Dances, Fishing, Horseshoes, Volleyball",0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1
Highland RV Resort,https://campinginontario.ca/HighlandRVResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"1958 North Shore Dr, Lowbanks, Ontario, N0A 1K0",N0A 1K0,42.8566,-79.51958,2020-05-01,2020-10-18,1,0,0,0,151,0,151,30,151,0,0,0,40,"Cycling, Fishing, Golf (mini), Spa, Swimming (lake, river)",0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1
Highland View Resort,https://campinginontario.ca/HighlandViewResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"751 McGregor Bay Rd, Keene, Ontario, K0L 2G0",K0L 2G0,44.21765,-78.16961,2020-05-02,2020-10-05,1,0,1,0,38,0,38,30,38,0,0,0,40,"Boat rental (motorized), Casino, Chess, Fishing, Golf",0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1
Hillside Lake Park Recreation Inc,https://campinginontario.ca/HillsideLakeParkRecreationInc,https://campinginontario.ca/images/camping/full-season-new.jpg,"673 Brant-Waterloo Rd, Ayr, Ontario, N0B 1E0",N0B 1E0,43.28081,-80.3893,2020-05-15,2020-10-12,1,1,0,0,250,3,247,50,247,0,0,3,"
","Fishing, Horseshoes, Swimming (lake, river), Volleyball, Walking/hiking trails",1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1
Holiday Beach Family RV Park,https://campinginontario.ca/HolidayBeachFamilyRVPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"1652 Puddicombe Rd, New Hamburg, Ontario, N3A 2Z4",N3A 2Z4,43.35188,-80.64433,2020-05-15,2020-10-13,1,1,0,1,160,40,120,50,132,8,0,20,"
","Baseball, Cycling, Fishing, Horseshoes, Walking/hiking trails",0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1
Holiday Pines,https://campinginontario.ca/HolidayPines,https://campinginontario.ca/images/camping/full-season-new.jpg,"1014 Second Line, Asphodel Norwood Township, Rice Lake, Hastings, Ontario, K0L 1Y0",K0L 1Y0,44.26814,-78.04823,2020-05-01,2020-10-12,1,1,0,0,109,10,99,30,99,0,0,10,48,"Dances, Fishing, Motorboats allowed, Swimming (lake, river), Walking/hiking trails",0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0
Indian Lake Marina and Campground,https://campinginontario.ca/IndianLakeMarinaandCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"290A Marina Rd, [Township of Rideau Lakes near Chaffey's Lock], Rideau Lakes, Ontario, K0G 1E0",K0G 1E0,44.59392,-76.31116,2020-05-01,2020-10-15,1,1,1,1,19,2,17,30,2,15,0,2,40,"Boat rental (motorized), Boat rental (non-motorized), Fishing, Walking/hiking trails",0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1
Indian River Family Resort,https://campinginontario.ca/IndianRiverFamilyResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"2140 Hwy 7, Indian River, Ontario, K0L 2B0",K0L 2B0,44.32323,-78.16072,2020-05-01,2020-10-12,1,1,1,1,24,1,23,30,0,24,0,0,40,"Farmers' market/stands, Fishing, Go-karts, Music Festival, Spelunking/cave exploration",0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1
Inverness Tent & Trailer Park,https://campinginontario.ca/InvernessTentAndTrailerPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"1052 Inverness Rd, RR 2, Utterson, Ontario, P0B 1M0",P0B 1M0,45.19625,-79.36575,2020-05-08,2020-10-12,1,1,0,1,70,8,62,30,38,32,0,0,40,"Fishing, Horseshoes, Motorboats allowed, Swimming (lake, river), Water skiing",1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1
Ipperwash Family Campground,https://campinginontario.ca/ipperwashFamilyCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"9731 Army Camp Rd, Ipperwash, Ontario, N0N 1J3",N0N 1J3,43.20478,-81.95148,2020-05-01,2020-10-15,1,1,1,0,94,2,92,30,94,0,0,0,40,"ATV-friendly, Fishing, Museum/heritage sites, Restaurants, Swimming (lake, river)",0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1
